39268,5,Salt Creek Headwaters,4916,base,3.383,95.7958,19.08,5.87,64.9,7.68,652,0.042,,0.24,0.015,,0.082,43,540,,,,1.98642171,,0.678694084,355.900556,,
39268,6,Sager's Lake Outlet,3556,base,2.562,72.5477,21.05,6.96,80.2,7.8,909,0.042,,0.007,0.052,1.15555556,0.045,12,510,,,,,7.24316237,0.282065458,75.2174554,,
39268,7,Beauty Creek,2092,base,1.285,36.3871,14.49,8.67,87.3,7.66,913,0.042,,0.13,0.015,,0.016,3,160,,,,0.408699907,,,9.43153632,,
39268,8,Pepper Creek,1937,base,1.9,53.802,16.78,8.39,88.6,8.06,797,0.042,,0.007,0.015,,0.016,7,410,,,,,,,32.5394496,,
39268,8,Pepper Creek (Duplicate),1937,base,1.9,53.802,16.78,8.39,88.6,8.06,797,0.042,,0.007,0.015,,0.016,12,260,,,,,,,55.7819136,,
39268,9,Unnamed Tributary (Mallards Landing),1899,base,0.386,10.9303,20.02,7.27,82,8.14,803,0.042,,0.32,0.067,0.87012987,0.077,6.5,470,,,,0.302200934,0.821731437,0.0727171,6.13845648,,
39268,10,Butternut Springs Outlet,1176,base,0.531,15.0362,21.83,7.71,90.1,8.25,609,0.042,,0.14,0.015,,0.016,10,280,,,,0.181877875,,,12.9912768,,
39268,11,Squirrel Creek,1576,base,0.12,3.398,24.12,8.48,104.7,7.98,756,0.042,,0.77,0.11,0.6875,0.16,4.5,140,,,,0.226062144,0.2018412,0.046973952,1.3211424,,
39268,12,Robbin's Ditch,1403,base,0.137,3.8794,21.64,4.8,56.5,7.57,1103,0.11,,0.4,0.15,0.75,0.2,6,430,,,0.036869818,0.134072064,0.25138512,0.067036032,2.01108096,,
39268,13,Damon Run,7014,base,2.966,83.9877,21.11,7.47,86.1,7.97,810,0.042,,0.54,0.015,,0.066,8.5,580,,,,3.91853013,,0.47893146,61.6805669,,
39268,14,Salt Creek (Lenburg),44335,base,33.651,952.8902,22.74,7.26,86.4,8.01,1028,0.12,,6.2,0.17,0.739130435,0.23,22,350,,,9.87956559,510.444222,60.8523968,18.9358341,1811.25369,,
39268,15,Salt Creek (ST 130) Fixed Station (Field data from 7/24),,base,20.343,576.0496,19.93,9.65,,8.19,1023,0.1,,5.3,,,0.23,14,,,,,263.784633,0,11.4472577,696.789596,,
39268,16,Salt Creek (US 20) Fixed Station (Field data from 7/24),,base,,,20.67,9.29,,8.18,965,0.1,,3.8,,,0.12,14,,,,,0,0,0,0,,
39280,1,Lake Louise Outlet,1828,base,2.206,62.4669,14.64,7.13,72,7.54,842,0.48,,1.5,0.015,,0.088,8.8,110,,,2.59062728,8.09571024,,0.474948334,47.4948334,,
39280,1,Lake Louise Outlet (Duplicate),1828,base,2.206,62.4669,14.64,7.13,72,7.54,842,0.64,,1.5,0.015,,0.096,10,170,,,3.4541697,8.09571024,,0.518125455,53.9714016,,
39280,2,Clark Ditch,2716,base,0.903,25.5701,19.68,7.42,83.2,8.09,830,0.12,,0.43,0.015,,0.05,14,1100,,,0.265110797,0.949980355,,0.110462832,30.929593,,
39280,3,Unnamed Tributary (Weblos),976,base,0.162,4.5873,18.09,6.53,71,7.69,1149,0.19,,0.007,0.015,,0.057,7.2,490,,,0.075305117,,,0.022591535,2.85366758,,
