0,1,0.040231614,0.028937992,0.028937995,0.097058824,0.745243129,0.558333333,0.709246902,0.42997543,0.052956752,0.012,0
0.035866781,0.933333333,0.040231614,0.028937992,0.028937995,0.55,0.660676533,0.558333333,0.804575786,0.626535627,0.147102089,0.012,0
0.035866781,1,0.040231614,0.028937992,0.028937995,0.579411765,0.639534884,0.558333333,0.804575786,0.584766585,0.114739629,0.012,0
0.060631939,0.933333333,0.040231614,0.028937992,0.028937995,0.844117647,0.512684989,0.558333333,0.899904671,0.557739558,0.102971462,0.012,0
0.060631939,1,0.040231614,0.028937992,0.028937995,0.855882353,0.49154334,0.558333333,0.899904671,0.496314496,0.070609003,0.012,0
0.066609735,0,0.030980714,0.024954646,0.02495464,0.445294118,0.517970402,0.485465116,0.632983794,0.423423423,0.167696381,0.017368421,0.010808836
0.066609735,0.066666667,0.051224183,0.016575523,0.016575525,0.948235294,0.385835095,0.475775194,0.613918017,0.271089271,0.008826125,0.017368421,0.000378467
0.066609735,0.133333333,0.011649113,0.006995654,0.00699564,1,0.006342495,0.03003876,0.389895138,0.453726454,0.000588408,0.017368421,1.07E-05
0.066609735,0.2,0,0.00884898,0.00884897,0.47,0.10359408,0.093023256,0.366062917,0.440622441,0.00353045,0.017368421,8.12E-05
0.066609735,0.266666667,0.101376921,0.056917997,0.056918011,0.676470588,0.278012685,0.272286822,0.456625357,0.274365274,0.011768167,0.007263158,0.001727026
0.066609735,0.333333333,0.07037341,0.043605372,0.043605379,0.842352941,0.549682875,0.455426357,0.580552908,0.290745291,0.002353633,0.006631579,0.000264729
0.066609735,0.4,0.036999043,0.014147927,0.014147944,0.353529412,0.406976744,0.363372093,0.375595806,0.543816544,0.003236246,0.005052632,0.000118543
0.067463706,0.466666667,0.033465554,0.022540101,0.022540103,0.528235294,0.61627907,0.606589147,0.780743565,0.416052416,0.004118858,0.003473684,0.000239873
0.067463706,0.533333333,0.03259928,0.001487882,0.001487872,0.844705882,0.454545455,0.518410853,0.671115348,0.387387387,0.01059135,0.003473684,4.27E-05
0.072587532,0.666666667,0.025235946,0.000469857,0.000469854,0.367647059,0.295983087,0.312015504,0.590085796,0.307944308,0.067666961,0.011578947,9.55E-05
0.072587532,0.733333333,0.021292117,0.028937992,0.028937995,0.567647059,0.290697674,0.347868217,0.78551001,0.910728911,0.014416005,0.012,0
