,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,1.0,0.040231614462225875,0.028937991881909188,0.02893799503458803,0.09705882352941168,0.7452431289640591,0.5583333333333332,0.7092469018112489,0.42997542997543,0.052956751985878195,0.012,0.0
1,0.035866780529461996,0.9333333333333333,0.040231614462225875,0.028937991881909188,0.02893799503458803,0.5499999999999998,0.6606765327695558,0.5583333333333332,0.8045757864632982,0.6265356265356266,0.14710208884966167,0.012,0.0
2,0.035866780529461996,1.0,0.040231614462225875,0.028937991881909188,0.02893799503458803,0.5794117647058822,0.6395348837209301,0.5583333333333332,0.8045757864632982,0.5847665847665847,0.1147396293027361,0.012,0.0
3,0.06063193851409052,0.9333333333333333,0.040231614462225875,0.028937991881909188,0.02893799503458803,0.8441176470588234,0.5126849894291754,0.5583333333333332,0.8999046711153483,0.5577395577395577,0.10297146219476316,0.012,0.0
4,0.06063193851409052,1.0,0.040231614462225875,0.028937991881909188,0.02893799503458803,0.8558823529411765,0.4915433403805496,0.5583333333333332,0.8999046711153483,0.4963144963144963,0.0706090026478376,0.012,0.0
5,0.06660973526900085,0.0,0.03098071399261387,0.02495464571450946,0.02495464043397691,0.44529411764705884,0.5179704016913318,0.4854651162790697,0.6329837940896091,0.42342342342342343,0.1676963812886143,0.017368421052631578,0.010808836297724075
6,0.06660973526900085,0.06666666666666667,0.05122418273833949,0.01657552304258735,0.016575525031359343,0.9482352941176471,0.38583509513742065,0.47577519379844957,0.6139180171591992,0.2710892710892711,0.0088261253309797,0.017368421052631578,0.0003784665919070427
7,0.06660973526900085,0.13333333333333333,0.011649113208407422,0.006995653819548676,0.006995639996801265,1.0,0.006342494714587696,0.030038759689922454,0.38989513822688276,0.4537264537264537,0.0005884083553986466,0.017368421052631578,1.0717265531061732e-05
8,0.06660973526900085,0.2,0.0,0.0088489800180112,0.008848969756525198,0.4699999999999999,0.10359408033826638,0.09302325581395349,0.36606291706387,0.4406224406224406,0.0035304501323918797,0.017368421052631578,8.115072545363868e-05
9,0.06660973526900085,0.26666666666666666,0.10137692062189395,0.0569179968415145,0.05691801078397323,0.6764705882352942,0.27801268498942916,0.27228682170542634,0.45662535748331734,0.27436527436527436,0.011768167107972934,0.007263157894736842,0.0017270259645191081
10,0.06660973526900085,0.3333333333333333,0.0703734099302421,0.04360537203565695,0.04360537857406071,0.8423529411764706,0.5496828752642706,0.45542635658914715,0.5805529075309818,0.29074529074529076,0.0023536334215945864,0.006631578947368421,0.0002647288913087207
11,0.06660973526900085,0.4,0.036999042538640406,0.014147926754460383,0.014147944202836594,0.35352941176470576,0.40697674418604646,0.3633720930232557,0.3755958055290752,0.5438165438165438,0.0032362459546925564,0.0050526315789473685,0.00011854282768191711
12,0.06746370623398805,0.4666666666666667,0.03346555418775361,0.02254010101932941,0.02254010343340745,0.5282352941176471,0.6162790697674417,0.6065891472868217,0.7807435653002863,0.41605241605241605,0.004118858487790527,0.003473684210526316,0.00023987346956749222
13,0.06746370623398805,0.5333333333333333,0.0325992796243104,0.0014878815959487855,0.0014878721207074914,0.8447058823529412,0.4545454545454545,0.5184108527131781,0.671115347950429,0.38738738738738737,0.010591350397175639,0.003473684210526316,4.271068753331942e-05
14,0.07258753202391119,0.6666666666666666,0.025235945835043086,0.00046985734608909023,0.0004698543539076289,0.36764705882352944,0.29598308668076106,0.3120155038759689,0.5900857959961869,0.30794430794430794,0.06766696087084435,0.011578947368421053,9.550584295645038e-05
15,0.07258753202391119,0.7333333333333333,0.021292116901472667,0.028937991881909188,0.02893799503458803,0.5676470588235293,0.2906976744186046,0.3478682170542635,0.7855100095328887,0.9107289107289107,0.014416004707266842,0.012,0.0
16,0.07258753202391119,0.8,0.14920439520357454,0.030266644043905565,0.030266658708241596,0.9047058823529411,0.514799154334038,0.628875968992248,0.6091515729265968,0.4537264537264537,0.01971167990585466,0.012,0.0015401163951731505
17,0.07258753202391119,0.8666666666666667,1.0,0.028937991881909188,0.02893799503458803,0.6247058823529412,0.49260042283298094,0.5213178294573643,0.6997140133460438,0.46273546273546273,0.07649308620182406,0.012,0.0
18,0.089666951323655,0.9333333333333333,0.040231614462225875,0.028937991881909188,0.02893799503458803,0.6088235294117645,0.5761099365750528,0.5583333333333332,0.7092469018112489,0.5208845208845209,0.11768167107972932,0.012,0.0
19,0.089666951323655,1.0,0.040231614462225875,0.028937991881909188,0.02893799503458803,0.6205882352941177,0.5338266384778012,0.5583333333333332,0.6615824594852239,0.47911547911547914,0.06472491909385114,0.012,0.0
20,0.10418445772843724,0.9333333333333333,0.040231614462225875,0.028937991881909188,0.02893799503458803,0.438235294117647,0.5126849894291754,0.5583333333333332,0.6139180171591992,0.2882882882882883,0.03824654310091203,0.012,0.0
21,0.10418445772843724,1.0,0.040231614462225875,0.028937991881909188,0.02893799503458803,0.4264705882352941,0.5021141649048625,0.5583333333333332,0.6139180171591992,0.21785421785421785,0.04118858487790526,0.012,0.0
22,0.304867634500427,0.0,0.03098071399261387,0.033137994492227776,0.03313800623476539,0.12647058823529403,0.4492600422832981,0.3565891472868217,0.44709246901811217,0.48484848484848486,0.05589879376287143,0.05263157894736842,0.0047807619049058435
23,0.304867634500427,0.06666666666666667,0.05122418273833949,0.036087654498231515,0.036087662820273786,0.09470588235294114,0.6564482029598308,0.5290697674418604,0.671115347950429,0.3071253071253071,0.009120329508679022,0.007894736842105263,0.0008492858613721962
24,0.304867634500427,0.13333333333333333,0.011649113208407422,0.0,0.0,0.13411764705882348,0.4386892177589851,0.3478682170542635,0.4613918017159197,0.41113841113841115,0.0002059429243895263,0.005263157894736842,0.0016326879813372795
25,0.304867634500427,0.2,0.0,0.005142327621086154,0.005142310237077334,0.010588235294117631,0.4545454545454545,0.33333333333333326,0.5138226882745471,0.5470925470925471,0.006472491909385113,0.010526315789473684,8.700350858686275e-05
26,0.304867634500427,0.26666666666666666,0.10137692062189395,0.08065884441196047,0.08065883775805634,0.0,0.5591966173361522,0.4186046511627906,0.5662535748331742,0.35544635544635544,0.011768167107972934,0.015789473684210527,0.002446388631821495
27,0.304867634500427,0.3333333333333333,0.0703734099302421,0.04501494407392423,0.045014941635783595,0.13999999999999993,0.5940803382663847,0.48837209302325574,0.6615824594852239,0.49303849303849306,0.0002059429243895263,0.003157894736842105,0.0006664351488819231
28,0.304867634500427,0.4,0.036999042538640406,0.026064031114997586,0.02606401108771467,0.2535294117647058,0.6553911205073996,0.5784883720930232,0.551954242135367,0.533988533988534,0.006178287731685789,0.002105263157894737,0.0004158679821428276
29,0.304867634500427,0.4666666666666667,0.03346555418775361,0.03362090343126379,0.03362090441662631,0.2852941176470588,0.6183932346723044,0.5532945736434107,0.671115347950429,0.457002457002457,0.00441306266548985,0.004736842105263158,0.00038291562185843015
30,0.304867634500427,0.5333333333333333,0.0325992796243104,0.012699199937352355,0.012699203565988979,0.36705882352941166,0.7167019027484144,0.6734496124031006,0.7712106768350807,0.3832923832923833,0.002235951750514857,0.002631578947368421,7.35617363380447e-05
31,0.304867634500427,0.6,0.016117266219851364,0.01859851994935982,0.018598516737005775,0.3370588235294118,0.6775898520084566,0.624031007751938,0.8427073403241181,0.2972972972972973,0.00038246543100912034,0.007894736842105263,1.839240350256647e-05
32,0.304867634500427,0.6666666666666666,0.025235945835043086,0.00740025320090317,0.007400275210942435,0.4876470588235294,1.0,1.0,0.9142040038131555,0.447993447993448,0.021771109149749925,0.0005263157894736842,0.0004192211371256995
33,0.304867634500427,0.7333333333333333,0.021292116901472667,0.009070857098108823,0.00907085310552572,0.27999999999999997,0.6289640591966174,0.5639534883720929,0.6282173498570068,0.9557739557739557,0.05001471020888496,0.04684210526315789,0.001178208924054524
34,0.304867634500427,0.8,0.14920439520357454,0.10969863871885563,0.10969863917845084,0.3841176470588234,0.9196617336152219,0.8759689922480619,0.7378455672068637,0.3669123669123669,0.007355104442483083,0.004736842105263158,0.0020789460675138326
35,0.304867634500427,0.8,0.14920439520357454,0.028937991881909188,0.02893799503458803,0.1736470588235294,0.5934460887949259,0.5583333333333332,0.013346043851286746,0.37002457002457,0.007355104442483083,0.005789473684210527,0.0
36,0.304867634500427,0.8666666666666667,1.0,0.028937991881909188,0.02893799503458803,0.3523529411764705,0.645877378435518,0.5998062015503874,0.7283126787416588,0.47911547911547914,0.052956751985878195,0.005263157894736842,0.0
