191,Salt Creek (Lenburg) (dup),base,39605,14,44335.0,76.625,2169.7784,21.49,6.32,73.4,7.84,742.0,13.2,900.0,2474.58887
192,Salt Creek (Lenburg),base,39605,14,44335.0,76.625,2169.7784,21.36,6.22,72.1,7.84,740.0,13.2,1400.0,2474.58887
193,Gustafson Ditch,base,39605,15,19339.4,0.19399999999999998,5.49346832,20.96,3.24,37.2,7.22,405.0,0.88,700.0,0.41767938299999996
194,Lake Louise Outlet,base,39611,1,1478.0,3.843,108.821643,20.51,6.48,73.8,7.45,605.0,22.0,100.0,206.84817900000002
195,Clark Ditch,base,39611,2,2559.0,3.8539999999999996,109.133128,24.03,5.8,70.7,7.75,680.0,2.2,1000.0,20.744025
196,Unnamed Tributary (Weblos),base,39611,3,976.0,0.79,22.3703091,25.36,2.78,34.7,7.31,797.0,0.0,100.0,0.0
197,Block Ditch,base,39611,4,469.0,1.0815,30.62467,20.93,7.14,82.1,7.52,825.0,0.22,100.0,0.5821137279999999
198,Salt Creek Headwaters,base,39611,5,5170.0,4.982,141.074532,27.37,6.34,82.2,7.72,644.0,0.22,100.0,2.6815447
199,Sager's Lake Outlet,base,39611,6,3831.0,3.4819999999999998,98.5992613,25.61,7.55,94.8,7.98,792.0,0.0,0.0,0.0
200,Beauty Creek,base,39611,7,2078.0,1.479,41.8806167,16.86,7.69,80.4,7.59,860.0,0.0,100.0,0.0
201,Pepper Creek,base,39611,8,1937.0,1.454,41.1726955,17.81,7.69,83.0,7.88,778.0,0.44,400.0,1.56522119
202,Unnamed Tributary (Mallards Landing),base,39611,9,1872.0,1.7519999999999998,49.6111159,20.8,7.18,82.1,7.91,696.0,1.32,400.0,5.65804855
203,Butternut Springs Outlet,base,39611,10,1162.0,1.518,42.9849737,21.25,7.45,86.1,8.05,594.0,0.22,300.0,0.817058381
204,Squirrel Creek (dup),base,39611,11,1588.0,1.005,28.4584312,23.25,4.06,48.7,7.48,660.0,2.2,100.0,4.384072608199999
205,Squirrel Creek,base,39611,11,1588.0,1.005,28.4584312,23.1,4.83,57.8,7.5,659.0,2.2,0.0,5.40937861
206,Robbin's Ditch,base,39611,12,1466.0,0.419,11.8647589,18.85,3.3,36.5,7.42,1249.0,9.79,800.0,10.0358775
207,Damon Run,base,39611,13,6561.0,7.902,223.759725,19.65,6.42,71.9,7.66,741.0,4.4,200.0,85.0644971
208,Salt Creek (Lenburg),base,39611,14,44335.0,72.48899999999999,2052.65992,20.55,6.62,75.6,7.87,748.0,8.8,400.0,1560.67839
209,Gustafson Ditch,base,39611,15,10790.0,0.142,7.35,19.25,3.46,38.4,7.35,394.0,2.695,100.0,332.237628642
210,Lake Louise Outlet,base,39618,1,1478.0,1.916,54.2550789,16.4,6.23,65.3,7.43,818.0,33.99,100.0,159.332843
211,Clark Ditch,base,39618,2,2559.0,1.615,45.7317079,19.98,7.31,82.4,7.95,754.0,0.88,700.0,3.47707322
212,Unnamed Tributary (Weblos),base,39618,3,976.0,0.506,14.3283246,21.84,4.95,57.9,7.5,912.0,0.0,800.0,0.0
213,Block Ditch,base,39618,4,469.0,0.370681,10.4965172,15.81,7.08,73.3,7.47,838.0,0.0,200.0,0.0
214,Salt Creek Headwaters,base,39618,5,5170.0,4.512,127.765614,24.93,8.17,101.3,7.96,644.0,0.44,100.0,4.85713757
215,Sager's Lake Outlet,base,39618,6,3831.0,2.7310000000000003,77.3333092,23.79,7.96,96.6,8.07,851.0,0.0,400.0,0.0
216,Beauty Creek,base,39618,7,2078.0,3.573,101.176094,17.08,7.37,78.4,7.76,830.0,0.0,500.0,0.0
217,Pepper Creek,base,39617,8,1937.0,2.283,64.6473617,17.01,8.25,87.6,7.92,758.0,1.1,400.0,6.14408526
218,Unnamed Tributary (Mallards Landing),base,39617,9,1872.0,1.0,28.316847,16.55,7.95,83.5,8.12,731.0,0.44,500.0,1.07649326
219,Butternut Springs Outlet (dup),base,39617,10,1162.0,0.9570000000000001,27.0992226,19.09,7.8,86.4,8.2,594.0,0.0,100.0,0.0
220,Butternut Springs Outlet,base,39617,10,1162.0,0.9570000000000001,27.0992226,19.07,7.8,86.3,8.2,594.0,0.0,100.0,0.0
221,Squirrel Creek,base,39617,11,1588.0,0.27899999999999997,7.90040031,21.72,9.42,109.9,8.11,705.0,2.42,100.0,1.6518789
222,Robbin's Ditch,base,39617,12,1466.0,0.203,5.74831994,15.8,3.91,40.5,7.61,1359.0,2.695,900.0,1.3384848
223,Damon Run,base,39617,13,6561.0,6.004,170.014349,16.55,7.16,75.3,7.82,760.0,1.32,500.0,19.3897965
224,Salt Creek (Lenburg),base,39617,14,44335.0,34.873000000000005,987.493405,17.56,7.07,75.9,8.0,858.0,11.0,200.0,938.513733
225,Gustafson Ditch,base,39617,15,10790.0,0.09,2.54851623,17.61,4.14,44.5,7.41,475.0,9.46,300.0,2.08301445
226,Lake Louise Outlet,base,39623,1,1478.0,1.786,50.5738887,15.48,7.05,72.5,7.53,866.0,22.0,100.0,96.1308477
227,Clark Ditch,base,39623,2,2559.0,1.545,43.7495286,19.63,7.83,87.7,8.08,886.0,2.2,700.0,8.3159104
228,Unnamed Tributary (Weblos),base,39623,3,976.0,0.305,8.63663833,20.7,5.41,61.9,7.61,1014.0,0.0,1000.0,0.0
229,Block Ditch,base,39623,4,469.0,0.063287,1.7920883,16.1,7.75,80.7,7.55,911.0,0.0,200.0,0.0
230,Salt Creek Headwaters,base,39623,5,5170.0,4.041,114.428379,24.51,8.35,102.7,8.01,686.0,0.88,300.0,8.70021849
231,Sager's Lake Outlet,base,39623,6,3831.0,2.83,80.136677,23.07,8.23,98.6,8.13,914.0,0.0,100.0,0.0
232,Beauty Creek,base,39623,7,2078.0,3.738,105.848374,15.66,8.0,82.6,7.78,883.0,0.0,500.0,0.0
233,Pepper Creek,base,39623,8,1937.0,2.045,57.9079521,15.79,8.54,88.3,8.1,818.0,0.22,600.0,1.10071435
234,Unnamed Tributary (Mallards Landing),base,39623,9,1872.0,0.735,20.8128825,17.1,8.08,86.0,8.17,806.0,0.88,700.0,1.58244509
235,Butternut Springs Outlet,base,39623,10,1162.0,1.063,30.1008084,19.03,8.07,89.3,8.26,623.0,0.0,100.0,0.0
236,Squirrel Creek,base,39623,11,1588.0,0.469,13.2806012,21.73,6.94,81.0,7.88,766.0,0.88,100.0,1.00975067
237,Robbin's Ditch,base,39623,12,1466.0,0.18600000000000003,5.26693354,15.74,3.55,36.8,7.43,1308.0,2.2,1400.0,1.00113873
238,Damon Run,base,39623,13,6561.0,5.0280000000000005,142.377107,16.78,7.83,82.7,7.9,814.0,1.76,500.0,21.6504324
239,Salt Creek (Lenburg),base,39623,14,44335.0,44.542,1261.289,17.52,7.35,78.9,8.09,966.0,8.8,400.0,958.983252
240,Gustafson Ditch,base,39623,15,10790.0,0.026000000000000002,0.736238022,15.6,3.51,36.1,7.4,272.0,1.32,1300.0,0.083966474
241,Lake Louise Outlet,base,39961,1,1478.0,2.295,64.9872,13.44,7.18,70.6,7.58,843.0,4.84,100.0,0.0
242,Clark Ditch,base,39961,2,2559.0,2.655,75.1812,16.5,7.6,79.8,7.94,717.0,4.84,400.0,0.0
243,Salt Creek Headwaters,base,39961,5,5170.0,9.183,260.0336,16.53,6.43,67.6,7.76,669.0,0.176,1200.0,0.0
244,Sager's Lake Outlet,base,39961,6,3831.0,4.9719999999999995,140.7914,17.98,8.4,90.9,8.18,867.0,0.176,100.0,0.0
245,Beauty Creek,base,39961,7,2078.0,1.615,45.7317,12.75,8.67,84.0,7.75,907.0,0.22000000000000003,100.0,0.0
246,Pepper Creek,base,39961,8,1937.0,3.3369999999999997,94.4933,14.57,8.67,87.4,8.15,806.0,0.22000000000000003,100.0,0.0
247,Pepper Creek (Duplicate),base,39961,8,1937.0,3.3369999999999997,94.4933,14.57,8.66,87.3,8.08,807.0,0.22000000000000003,380.0,0.0
248,Butternut Springs Outlet,base,39961,10,1162.0,1.344,38.0578,15.91,7.51,77.8,8.18,644.0,0.396,100.0,0.0
249,Robbin's Ditch,base,39961,12,1466.0,0.645,18.2644,15.0,5.38,54.8,7.63,1147.0,0.968,500.0,0.0
250,Robbin's Ditch (Duplicate),base,39961,12,1466.0,0.645,18.2644,14.98,5.08,51.7,7.62,1154.0,0.968,600.0,0.0
251,Damon Run,base,39961,13,6561.0,8.636000000000001,244.544,15.4,7.5,76.9,7.85,771.0,2.7280000000000006,100.0,0.0
252,Lake Louise Outlet,base,39989,1,1478.0,2.31,65.41,16.16,6.43,67.3,7.38,834.0,4.84,300.0,0.0
253,Clark Ditch,base,39989,2,2559.0,1.66,47.06,21.76,6.45,75.0,7.78,804.0,4.84,2100.0,0.0
254,Salt Creek Headwaters,base,39989,5,5170.0,6.13,173.69,19.35,5.24,58.3,7.6,686.0,0.176,1300.0,0.0
255,Sager's Lake Outlet,base,39989,6,3831.0,3.81,107.94,22.78,6.43,76.6,7.87,864.0,0.176,300.0,0.0
256,Sager's Lake Outlet (duplicate),base,39989,6,3831.0,3.81,107.94,22.67,6.47,76.7,7.85,865.0,0.176,600.0,0.0
257,Beauty Creek,base,39989,7,2078.0,1.64,46.45,14.48,8.55,86.0,7.56,918.0,0.22000000000000003,100.0,0.0
258,Pepper Creek,base,39989,8,1937.0,2.42,68.64,19.47,7.8,87.3,7.91,800.0,0.22000000000000003,1100.0,0.0
259,Butternut Springs Outlet,base,39989,10,1162.0,0.88,24.98,23.5,6.87,83.1,8.06,606.0,0.396,200.0,0.0
260,Robbin's Ditch,base,39989,12,1466.0,0.22,6.11,21.41,5.56,64.5,7.59,1200.0,0.968,1100.0,0.0
261,Damon Run,base,39989,13,6561.0,7.92,224.21,23.88,6.18,75.1,7.64,723.0,2.7280000000000006,700.0,0.0
262,Lake Louise Outlet,base,40017,1,1478.0,2.22,62.86,14.46,7.29,73.3,7.66,868.0,4.84,500.0,0.0
263,Clark Ditch,base,40017,2,2559.0,1.26,35.68,18.35,7.26,79.2,8.16,836.0,4.84,1000.0,0.0
264,Salt Creek Headwaters,base,40017,5,5170.0,5.05,143.0,17.16,5.57,59.3,7.81,710.0,0.176,1300.0,0.0
265,Salt Creek Headwaters (duplicate),base,40017,5,5170.0,5.05,143.0,17.17,5.53,58.9,7.82,709.0,0.176,100.0,0.0
266,Sager's Lake Outlet,base,40017,6,3831.0,3.45,97.8,19.8,6.87,77.2,8.05,886.0,0.176,100.0,0.0
267,Beauty Creek,base,40017,7,2078.0,1.55,43.89,13.66,8.77,86.6,7.82,926.0,0.22000000000000003,300.0,0.0
268,Pepper Creek,base,40017,8,1937.0,2.15,60.88,16.14,8.75,91.3,8.22,803.0,0.22000000000000003,800.0,0.0
269,Butternut Springs Outlet,base,40017,10,1162.0,0.64,18.12,20.34,7.76,88.0,8.44,591.0,0.396,600.0,0.0
270,Robbin's Ditch,base,40017,12,1466.0,0.05,1.42,18.26,4.13,45.1,7.79,1443.0,0.968,100.0,0.0
271,Damon Run,base,40017,13,6561.0,3.86,109.3,19.31,7.2,80.2,8.12,823.0,2.7280000000000006,200.0,0.0
272,Lake Louise Outlet,base,40023,1,1478.0,1.94,54.93,15.15,6.9,70.4,7.59,859.0,4.84,100.0,20.889351620000003
273,Clark Ditch,base,40023,2,2559.0,1.48,41.96,20.14,7.0,79.2,8.05,850.0,4.84,700.0,20.889351620000003
274,Salt Creek Headwaters,base,40023,5,5170.0,4.58,129.69,19.18,5.09,56.5,7.8,701.0,0.176,1100.0,1.7400436979999998
275,Salt Creek Headwaters (duplicate),base,40023,5,5170.0,4.58,129.69,19.19,4.94,54.8,7.81,701.0,0.176,1200.0,1.7400436979999998
276,Sager's Lake Outlet,base,40023,6,3831.0,5.9,167.07,21.94,6.86,80.4,8.09,851.0,0.176,300.0,1.7400436979999998
277,Beauty Creek,base,40023,7,2078.0,1.98,56.07,15.13,7.77,80.8,7.71,870.0,0.22000000000000003,400.0,1.960186568
278,Pepper Creek,base,40023,8,1937.0,2.4,67.96,17.93,8.24,89.4,8.17,768.0,0.22000000000000003,600.0,0.536631888
279,Butternut Springs Outlet,base,40023,10,1162.0,1.34,37.82,21.09,7.76,89.4,8.34,609.0,0.396,300.0,0.738582022
280,Robbin's Ditch,base,40023,12,1466.0,1.18,33.41,21.86,6.2,72.6,7.72,783.0,0.968,2800.0,4.73226436
281,Damon Run,base,40023,13,6561.0,10.5,297.33,21.48,6.49,75.3,7.85,636.0,2.7280000000000006,1600.0,196.52891476
